Date,Close,High,Low,Open,Volume,Company,Daily_Return,SMA_200,Volatility
2024-09-27,163.57,165.32,162.26,162.44,21101300,Alphabet Inc (Google),0.7%,,1.25
2024-09-30,165.47,165.77,162.89,162.95,20413900,Alphabet Inc (Google),1.55%,,1.27
2024-10-01,166.61,168.77,164.2,167.31,28338100,Alphabet Inc (Google),-0.42%,,1.27
2024-10-02,165.48,167.14,164.35,166.04,17760200,Alphabet Inc (Google),-0.34%,,1.26
2024-10-03,165.48,166.26,163.54,164.03,15073100,Alphabet Inc (Google),0.88%,,1.27
2024-10-04,166.68,167.84,165.1,167.67,19047400,Alphabet Inc (Google),-0.6%,,1.21
2024-10-07,162.61,168.09,162.38,167.34,22463100,Alphabet Inc (Google),-2.83%,,1.27
2024-10-08,164.0,164.35,162.5,163.56,23072700,Alphabet Inc (Google),0.27%,,1.26
2024-10-09,161.49,164.46,159.37,163.08,31181800,Alphabet Inc (Google),-0.97%,,1.27
2024-10-10,161.71,162.7,160.03,160.5,14144100,Alphabet Inc (Google),0.75%,,1.27
2024-10-11,162.87,163.52,160.87,161.76,15344300,Alphabet Inc (Google),0.68%,,1.28
2024-10-14,164.58,165.85,163.03,163.26,19016100,Alphabet Inc (Google),0.81%,,1.28
2024-10-15,165.08,167.3,164.25,165.41,20247200,Alphabet Inc (Google),-0.2%,,1.23
2024-10-16,164.78,165.42,163.36,164.15,16406000,Alphabet Inc (Google),0.38%,,1.23
2024-10-17,162.56,165.99,162.39,165.35,21453400,Alphabet Inc (Google),-1.69%,,1.23
2024-10-18,163.05,164.33,162.71,162.82,19757700,Alphabet Inc (Google),0.14%,,1.22
2024-10-21,163.69,164.12,162.25,162.58,20946500,Alphabet Inc (Google),0.69%,,1.18
2024-10-22,164.76,165.39,162.61,162.61,16568100,Alphabet Inc (Google),1.33%,,1.19
2024-10-23,162.41,165.44,161.56,164.38,18280500,Alphabet Inc (Google),-1.2%,,1.19
2024-10-24,162.35,162.96,160.64,162.46,22412500,Alphabet Inc (Google),-0.07%,,1.18
2024-10-25,164.89,165.21,163.05,163.29,19828900,Alphabet Inc (Google),0.98%,,1.19
2024-10-28,166.34,168.36,163.57,168.36,32138600,Alphabet Inc (Google),-1.2%,,1.19
2024-10-29,169.29,169.99,166.71,167.35,42169000,Alphabet Inc (Google),1.16%,,1.2
2024-10-30,174.06,181.6,173.66,180.27,68890800,Alphabet Inc (Google),-3.44%,,1.27
2024-10-31,170.72,176.41,170.61,172.73,44769000,Alphabet Inc (Google),-1.17%,,1.28
2024-11-01,170.9,171.92,168.49,169.68,31796500,Alphabet Inc (Google),0.72%,,1.26
2024-11-04,168.85,170.34,167.62,169.54,21492700,Alphabet Inc (Google),-0.41%,,1.25
2024-11-05,169.35,170.14,168.45,169.04,18242100,Alphabet Inc (Google),0.18%,,1.26
2024-11-06,176.11,176.53,173.1,173.4,33695500,Alphabet Inc (Google),1.56%,,1.28
2024-11-07,180.34,180.66,176.78,177.0,25352900,Alphabet Inc (Google),1.88%,,1.31
2024-11-08,177.94,180.49,177.67,180.24,22006200,Alphabet Inc (Google),-1.27%,,1.3
2024-11-11,179.94,180.14,178.06,178.17,17450400,Alphabet Inc (Google),0.99%,,1.31
2024-11-12,181.2,182.07,178.98,179.41,25134900,Alphabet Inc (Google),1.0%,,1.27
2024-11-13,178.47,180.54,178.13,180.05,23184000,Alphabet Inc (Google),-0.88%,,1.28
2024-11-14,175.18,178.41,173.92,177.87,31007500,Alphabet Inc (Google),-1.51%,,1.29
2024-11-15,172.09,173.74,170.83,173.33,32504600,Alphabet Inc (Google),-0.71%,,1.16
2024-11-18,174.9,175.04,172.5,173.02,20206600,Alphabet Inc (Google),1.08%,,1.12
2024-11-19,177.71,178.46,173.16,173.32,23434900,Alphabet Inc (Google),2.53%,,1.17
2024-11-20,175.58,177.27,173.38,176.93,18997100,Alphabet Inc (Google),-0.77%,,1.17
2024-11-21,167.25,173.73,163.32,173.5,59734400,Alphabet Inc (Google),-3.61%,,1.27
2024-11-22,164.38,166.08,163.52,165.47,38604600,Alphabet Inc (Google),-0.66%,,1.26
2024-11-25,167.27,168.24,165.23,165.71,33135300,Alphabet Inc (Google),0.94%,,1.26
2024-11-26,168.73,169.43,167.2,167.25,20486700,Alphabet Inc (Google),0.89%,,1.27
2024-11-27,168.84,169.09,167.63,168.61,19266500,Alphabet Inc (Google),0.14%,,1.27
2024-11-29,168.56,169.04,166.78,168.11,14257200,Alphabet Inc (Google),0.27%,,1.27
2024-12-02,171.1,171.69,168.18,168.38,23789100,Alphabet Inc (Google),1.61%,,1.29
2024-12-03,170.95,172.28,170.46,171.1,22248700,Alphabet Inc (Google),-0.09%,,1.27
2024-12-04,173.97,174.51,170.67,170.76,31615100,Alphabet Inc (Google),1.88%,,1.3
2024-12-05,172.24,175.66,171.93,174.96,21356200,Alphabet Inc (Google),-1.55%,,1.32
2024-12-06,174.31,174.68,171.47,171.64,21462400,Alphabet Inc (Google),1.56%,,1.33
2024-12-09,175.17,176.06,173.45,173.76,25389600,Alphabet Inc (Google),0.81%,,1.33
2024-12-10,184.96,186.15,180.84,182.64,54813000,Alphabet Inc (Google),1.27%,,1.33
2024-12-11,195.18,195.38,184.64,185.1,67894100,Alphabet Inc (Google),5.44%,,1.53
2024-12-12,191.74,194.96,191.49,194.78,34817500,Alphabet Inc (Google),-1.56%,,1.55
2024-12-13,189.6,192.51,189.42,190.79,25143500,Alphabet Inc (Google),-0.62%,,1.55
2024-12-16,196.43,198.77,192.4,192.65,44934900,Alphabet Inc (Google),1.97%,,1.57
2024-12-17,195.2,201.19,194.76,197.02,43504000,Alphabet Inc (Google),-0.93%,,1.51
2024-12-18,188.18,196.77,187.52,195.0,34166100,Alphabet Inc (Google),-3.49%,,1.6
2024-12-19,188.29,192.81,188.16,191.41,32265200,Alphabet Inc (Google),-1.63%,,1.61
2024-12-20,191.19,192.67,185.01,185.57,63462900,Alphabet Inc (Google),3.03%,,1.66
2024-12-23,194.41,194.88,189.93,192.4,25675000,Alphabet Inc (Google),1.04%,,1.67
2024-12-24,195.88,195.88,193.56,194.62,10403300,Alphabet Inc (Google),0.65%,,1.66
2024-12-26,195.38,196.52,194.16,194.93,12046600,Alphabet Inc (Google),0.23%,,1.66
2024-12-27,192.54,195.1,190.43,194.73,18891400,Alphabet Inc (Google),-1.12%,,1.67
2024-12-30,191.02,192.33,188.9,189.58,14264700,Alphabet Inc (Google),0.76%,,1.65
2024-12-31,189.08,191.74,188.29,190.86,17466900,Alphabet Inc (Google),-0.93%,168.93,1.66
2025-01-02,189.21,191.78,187.28,190.43,20370800,Alphabet Inc (Google),-0.64%,169.14,1.66
2025-01-03,191.57,192.99,189.76,191.15,18596200,Alphabet Inc (Google),0.22%,169.37,1.66
2025-01-06,196.64,197.99,193.63,193.76,29563600,Alphabet Inc (Google),1.49%,169.61,1.66
2025-01-07,195.27,200.77,194.38,196.88,26487200,Alphabet Inc (Google),-0.82%,169.85,1.66
2025-01-08,193.73,196.06,192.16,192.35,24864800,Alphabet Inc (Google),0.72%,170.07,1.66
2025-01-10,191.82,196.29,190.09,194.08,26665200,Alphabet Inc (Google),-1.16%,170.28,1.66
2025-01-13,190.79,190.96,187.14,189.85,21823700,Alphabet Inc (Google),0.49%,170.49,1.65
2025-01-14,189.44,191.76,188.09,191.02,17174900,Alphabet Inc (Google),-0.83%,170.68,1.58
2025-01-15,195.33,196.13,191.64,192.87,21776000,Alphabet Inc (Google),1.27%,170.91,1.57
2025-01-16,192.69,195.26,192.59,193.92,17815400,Alphabet Inc (Google),-0.63%,171.1,1.58
2025-01-17,195.77,197.0,193.53,196.3,27735100,Alphabet Inc (Google),-0.27%,171.31,1.57
2025-01-21,197.82,202.06,197.64,198.84,29971300,Alphabet Inc (Google),-0.51%,171.53,1.58
2025-01-22,198.14,200.25,197.3,198.83,26200600,Alphabet Inc (Google),-0.35%,171.77,1.57
2025-01-23,197.75,200.07,194.98,197.91,26951400,Alphabet Inc (Google),-0.08%,172.0,1.55
2025-01-24,199.98,200.67,197.77,197.87,23877500,Alphabet Inc (Google),1.07%,172.23,1.54
2025-01-27,191.59,196.65,190.51,192.19,41728900,Alphabet Inc (Google),-0.31%,172.41,1.54
2025-01-28,195.08,195.26,190.46,192.53,24157900,Alphabet Inc (Google),1.32%,172.6,1.54
2025-01-29,195.19,196.56,193.21,195.34,18218300,Alphabet Inc (Google),-0.08%,172.79,1.53
2025-01-30,200.64,201.17,197.44,197.77,24354700,Alphabet Inc (Google),1.45%,173.01,1.53
2025-01-31,203.79,205.24,201.57,201.77,32042000,Alphabet Inc (Google),1.0%,173.25,1.52
2025-02-03,201.0,203.52,199.87,200.46,27838300,Alphabet Inc (Google),0.27%,173.49,1.52
2025-02-04,206.14,206.81,202.58,203.16,43856400,Alphabet Inc (Google),1.47%,173.75,1.49
2025-02-05,191.11,192.53,187.81,190.85,70373900,Alphabet Inc (Google),0.14%,173.93,1.49
2025-02-06,191.38,191.88,188.5,189.28,29297400,Alphabet Inc (Google),1.11%,174.12,1.38
2025-02-07,185.13,190.96,183.03,190.83,49315000,Alphabet Inc (Google),-2.99%,174.26,1.46
2025-02-10,186.26,187.98,185.65,187.13,23105600,Alphabet Inc (Google),-0.47%,174.41,1.46
2025-02-11,185.11,186.72,184.07,184.82,21239500,Alphabet Inc (Google),0.16%,174.54,1.45
2025-02-12,183.4,184.9,181.62,183.01,22072600,Alphabet Inc (Google),0.21%,174.68,1.45
2025-02-13,185.93,186.07,182.93,184.11,21402500,Alphabet Inc (Google),0.99%,174.76,1.46
2025-02-14,185.02,186.19,184.11,184.85,20448400,Alphabet Inc (Google),0.09%,174.86,1.44
2025-02-18,183.56,185.75,181.53,185.39,29916700,Alphabet Inc (Google),-0.99%,174.96,1.45
2025-02-19,185.06,185.25,183.38,183.86,19549400,Alphabet Inc (Google),0.65%,175.07,1.43
2025-02-20,184.35,185.1,182.51,184.59,20441500,Alphabet Inc (Google),-0.13%,175.17,1.41
2025-02-21,179.45,185.13,178.87,184.94,35199200,Alphabet Inc (Google),-2.97%,175.23,1.47
2025-02-24,179.04,182.91,178.68,181.78,29854200,Alphabet Inc (Google),-1.51%,175.29,1.48
2025-02-25,175.22,178.53,174.49,177.84,41913400,Alphabet Inc (Google),-1.47%,175.31,1.49
2025-02-26,172.53,175.88,171.38,174.87,35431300,Alphabet Inc (Google),-1.34%,175.33,1.28
2025-02-27,168.31,174.36,167.75,173.79,39991000,Alphabet Inc (Google),-3.16%,175.33,1.33
2025-02-28,170.08,170.41,166.58,168.49,48130600,Alphabet Inc (Google),0.95%,175.34,1.34
2025-03-03,166.82,173.17,165.74,171.73,40770500,Alphabet Inc (Google),-2.86%,175.33,1.36
2025-03-04,170.72,173.09,165.61,166.05,45388000,Alphabet Inc (Google),2.82%,175.34,1.42
2025-03-05,172.82,173.58,168.87,170.32,30954900,Alphabet Inc (Google),1.47%,175.34,1.36
2025-03-06,172.15,174.61,170.3,170.33,28302000,Alphabet Inc (Google),1.07%,175.34,1.34
2025-03-07,173.66,174.77,170.07,171.06,27385800,Alphabet Inc (Google),1.52%,175.33,1.29
2025-03-10,165.87,168.46,163.69,168.26,43604000,Alphabet Inc (Google),-1.42%,175.28,1.3
2025-03-11,164.04,166.75,161.37,164.91,39587400,Alphabet Inc (Google),-0.53%,175.21,1.29
2025-03-12,167.11,167.64,163.53,166.58,28372400,Alphabet Inc (Google),0.32%,175.17,1.29
2025-03-13,162.76,166.13,162.11,166.04,31756200,Alphabet Inc (Google),-1.98%,175.12,1.31
2025-03-14,165.49,166.49,162.45,163.27,31995900,Alphabet Inc (Google),1.36%,175.08,1.32
2025-03-17,164.29,166.3,163.67,165.03,31184300,Alphabet Inc (Google),-0.45%,175.02,1.32
2025-03-18,160.54,164.24,156.72,163.68,29114509,Alphabet Inc (Google),-1.92%,174.95,1.34
2024-03-18,147.78,152.21,147.44,148.67,47676700,Alphabet Inc (Google) - Class C,-0.6%,,
2024-03-19,147.22,148.91,146.32,148.28,17748400,Alphabet Inc (Google) - Class C,-0.71%,,
2024-03-20,148.97,149.05,146.97,148.09,17730000,Alphabet Inc (Google) - Class C,0.6%,,
2024-03-21,148.04,150.59,147.31,149.61,19843900,Alphabet Inc (Google) - Class C,-1.05%,,
2024-03-22,151.05,151.84,149.38,149.53,19226300,Alphabet Inc (Google) - Class C,1.02%,,
2024-03-25,150.44,150.74,148.1,150.24,15114700,Alphabet Inc (Google) - Class C,0.13%,,
2024-03-26,150.98,152.48,150.32,150.53,19312700,Alphabet Inc (Google) - Class C,0.3%,,
2024-03-27,151.22,151.97,149.42,151.43,16622000,Alphabet Inc (Google) - Class C,-0.13%,,
2024-03-28,151.54,151.95,150.62,151.28,21105600,Alphabet Inc (Google) - Class C,0.17%,,
2024-04-01,155.76,156.26,150.94,151.11,24469800,Alphabet Inc (Google) - Class C,3.08%,,
2024-04-02,155.14,155.25,152.74,154.02,17598100,Alphabet Inc (Google) - Class C,0.72%,,
2024-04-03,155.63,155.81,153.41,154.19,17266200,Alphabet Inc (Google) - Class C,0.94%,,
2024-04-04,151.22,155.44,151.16,154.35,24184800,Alphabet Inc (Google) - Class C,-2.02%,,
2024-04-05,153.21,154.11,150.37,150.96,16289800,Alphabet Inc (Google) - Class C,1.49%,,
2024-04-08,155.4,155.92,153.26,153.29,16641500,Alphabet Inc (Google) - Class C,1.38%,,
2024-04-09,157.39,159.14,155.9,156.61,21538100,Alphabet Inc (Google) - Class C,0.5%,,
2024-04-10,156.92,157.41,155.46,157.14,16339200,Alphabet Inc (Google) - Class C,-0.14%,,
2024-04-11,160.03,160.36,157.19,157.59,17841700,Alphabet Inc (Google) - Class C,1.55%,,
2024-04-12,158.44,160.94,157.85,158.65,16968200,Alphabet Inc (Google) - Class C,-0.13%,,
2024-04-15,155.59,160.07,155.41,159.52,21140900,Alphabet Inc (Google) - Class C,-2.46%,,
2024-04-16,155.26,156.49,154.32,154.91,15413200,Alphabet Inc (Google) - Class C,0.23%,,
2024-04-17,156.14,157.93,155.4,156.45,16237800,Alphabet Inc (Google) - Class C,-0.2%,,
2024-04-18,156.72,157.74,155.47,156.19,14016100,Alphabet Inc (Google) - Class C,0.34%,,
2024-04-19,154.99,157.25,153.18,157.01,20063900,Alphabet Inc (Google) - Class C,-1.29%,,
2024-04-22,157.21,158.43,154.93,155.27,17243900,Alphabet Inc (Google) - Class C,1.24%,,
2024-04-23,159.17,159.72,157.22,157.84,16115400,Alphabet Inc (Google) - Class C,0.84%,,
2024-04-24,160.34,160.63,158.07,158.34,19485700,Alphabet Inc (Google) - Class C,1.26%,,
2024-04-25,157.21,157.53,152.05,152.64,36197800,Alphabet Inc (Google) - Class C,2.99%,,
2024-04-26,172.87,175.59,170.59,175.16,56500800,Alphabet Inc (Google) - Class C,-1.31%,,
2024-04-29,167.11,170.57,166.27,169.96,35914600,Alphabet Inc (Google) - Class C,-1.68%,,
2024-04-30,163.86,169.07,163.72,166.59,29420800,Alphabet Inc (Google) - Class C,-1.64%,,
2024-05-01,164.79,168.01,164.12,165.4,25223200,Alphabet Inc (Google) - Class C,-0.37%,,
2024-05-02,167.67,167.74,164.91,165.88,17041100,Alphabet Inc (Google) - Class C,1.07%,,
2024-05-03,168.19,169.05,164.2,168.74,22767100,Alphabet Inc (Google) - Class C,-0.32%,,
2024-05-06,169.03,169.1,167.1,168.42,15147900,Alphabet Inc (Google) - Class C,0.36%,,
2024-05-07,172.16,172.65,169.2,169.32,21102400,Alphabet Inc (Google) - Class C,1.68%,,
2024-05-08,170.35,171.1,169.72,169.95,14569900,Alphabet Inc (Google) - Class C,0.24%,,
2024-05-09,170.77,171.63,169.13,170.34,11937700,Alphabet Inc (Google) - Class C,0.25%,,
2024-05-10,169.49,170.53,167.12,168.89,18740500,Alphabet Inc (Google) - Class C,0.35%,,
2024-05-13,170.09,170.14,164.98,165.07,19648600,Alphabet Inc (Google) - Class C,3.05%,,
2024-05-14,171.12,171.97,169.62,170.78,18729500,Alphabet Inc (Google) - Class C,0.2%,,
2024-05-15,173.06,173.23,171.22,171.49,20958200,Alphabet Inc (Google) - Class C,0.92%,,
2024-05-16,174.6,175.51,173.23,173.78,17247300,Alphabet Inc (Google) - Class C,0.48%,,
2024-05-17,176.45,176.66,174.16,174.72,16546400,Alphabet Inc (Google) - Class C,0.99%,,
2024-05-20,177.62,179.1,176.39,176.47,17495100,Alphabet Inc (Google) - Class C,0.65%,,
2024-05-21,178.69,178.97,176.47,177.56,14706000,Alphabet Inc (Google) - Class C,0.64%,,
2024-05-22,177.16,178.01,175.95,177.56,16189400,Alphabet Inc (Google) - Class C,-0.22%,,
2024-05-23,174.23,179.06,173.72,177.94,14928400,Alphabet Inc (Google) - Class C,-2.08%,,
2024-05-24,175.5,176.47,174.37,175.69,11400600,Alphabet Inc (Google) - Class C,-0.11%,,
2024-05-28,177.18,177.67,174.85,174.91,15655300,Alphabet Inc (Google) - Class C,1.3%,,1.21
2024-05-29,176.56,177.39,175.43,175.98,15023800,Alphabet Inc (Google) - Class C,0.33%,,1.2
2024-05-30,172.74,175.86,172.41,175.86,18844000,Alphabet Inc (Google) - Class C,-1.77%,,1.23
2024-05-31,173.14,173.6,170.16,172.58,28085200,Alphabet Inc (Google) - Class C,0.32%,,1.23
2024-06-03,173.6,175.03,171.64,173.06,20742800,Alphabet Inc (Google) - Class C,0.31%,,1.22
2024-06-04,174.3,174.36,172.4,173.63,14066600,Alphabet Inc (Google) - Class C,0.39%,,1.21
2024-06-05,176.24,177.13,174.46,175.7,15233900,Alphabet Inc (Google) - Class C,0.3%,,1.21
2024-06-06,177.51,177.87,176.37,176.59,14255800,Alphabet Inc (Google) - Class C,0.52%,,1.21
2024-06-07,175.12,178.57,174.96,177.62,14716300,Alphabet Inc (Google) - Class C,-1.41%,,1.23
2024-06-10,176.0,177.83,173.76,175.82,17122200,Alphabet Inc (Google) - Class C,0.1%,,1.23
2024-06-11,177.55,177.75,174.81,177.08,14402400,Alphabet Inc (Google) - Class C,0.26%,,1.17
2024-06-12,178.92,181.43,177.14,179.11,18600400,Alphabet Inc (Google) - Class C,-0.11%,,1.17
2024-06-13,176.11,177.87,176.03,177.2,15956900,Alphabet Inc (Google) - Class C,-0.62%,,1.17
2024-06-14,177.73,178.09,175.22,175.22,12361600,Alphabet Inc (Google) - Class C,1.43%,,1.14
2024-06-17,178.14,179.28,175.86,176.35,15272900,Alphabet Inc (Google) - Class C,1.02%,,1.13
2024-06-18,175.82,178.27,174.99,178.15,15640300,Alphabet Inc (Google) - Class C,-1.31%,,1.13
2024-06-20,177.07,178.1,175.83,176.08,16753200,Alphabet Inc (Google) - Class C,0.57%,,1.14
2024-06-21,179.61,181.86,177.42,177.85,59728000,Alphabet Inc (Google) - Class C,0.99%,,1.14
2024-06-24,180.14,181.43,179.58,180.63,18198300,Alphabet Inc (Google) - Class C,-0.27%,,1.13
2024-06-25,184.92,185.08,180.46,180.5,18917700,Alphabet Inc (Google) - Class C,2.45%,,1.17
2024-06-26,184.71,185.26,183.33,183.54,13375700,Alphabet Inc (Google) - Class C,0.64%,,1.1
2024-06-27,186.19,186.83,184.79,184.98,13025700,Alphabet Inc (Google) - Class C,0.65%,,1.11
2024-06-28,182.76,185.91,182.67,185.05,23032400,Alphabet Inc (Google) - Class C,-1.24%,,1.12
2024-07-01,183.83,184.68,182.08,183.82,11815900,Alphabet Inc (Google) - Class C,0.01%,,1.13
2024-07-02,185.94,186.28,182.4,182.81,12555500,Alphabet Inc (Google) - Class C,1.71%,,1.12
2024-07-03,186.72,186.95,184.72,185.63,7409100,Alphabet Inc (Google) - Class C,0.59%,,1.11
2024-07-05,191.27,191.57,186.65,186.65,14303400,Alphabet Inc (Google) - Class C,2.48%,,1.15
2024-07-08,189.8,190.99,188.64,190.68,12097600,Alphabet Inc (Google) - Class C,-0.46%,,1.15
2024-07-09,189.76,192.17,189.55,191.06,10198500,Alphabet Inc (Google) - Class C,-0.68%,,1.09
2024-07-10,191.97,192.62,189.94,190.07,12052900,Alphabet Inc (Google) - Class C,1.0%,,1.07
2024-07-11,186.63,191.72,186.15,190.65,16452000,Alphabet Inc (Google) - Class C,-2.11%,,1.09
2024-07-12,186.11,188.01,185.47,186.25,14449100,Alphabet Inc (Google) - Class C,-0.07%,,1.06
2024-07-15,187.52,189.22,185.82,185.82,12186000,Alphabet Inc (Google) - Class C,0.91%,,1.06
2024-07-16,184.84,189.66,184.46,188.28,12760100,Alphabet Inc (Google) - Class C,-1.83%,,1.09
2024-07-17,181.97,184.57,180.97,184.02,17376600,Alphabet Inc (Google) - Class C,-1.12%,,1.11
2024-07-18,178.58,183.39,177.57,182.88,17877200,Alphabet Inc (Google) - Class C,-2.35%,,1.17
2024-07-19,178.75,181.32,178.22,179.72,14485900,Alphabet Inc (Google) - Class C,-0.54%,,1.15
2024-07-22,182.69,183.64,181.25,181.7,16303900,Alphabet Inc (Google) - Class C,0.55%,,1.15
2024-07-23,182.94,184.56,182.67,183.18,23772600,Alphabet Inc (Google) - Class C,-0.13%,,1.15
2024-07-24,173.75,177.31,172.95,174.76,31250700,Alphabet Inc (Google) - Class C,-0.58%,,1.16
2024-07-25,168.55,174.57,168.44,173.63,28967900,Alphabet Inc (Google) - Class C,-2.92%,,1.16
2024-07-26,168.08,169.23,165.27,168.17,25150100,Alphabet Inc (Google) - Class C,-0.05%,,1.16
2024-07-29,170.52,171.54,169.11,169.89,13768900,Alphabet Inc (Google) - Class C,0.37%,,1.15
2024-07-30,171.24,172.33,169.51,171.21,13681400,Alphabet Inc (Google) - Class C,0.02%,,1.15
2024-07-31,172.53,175.28,171.1,174.29,15650200,Alphabet Inc (Google) - Class C,-1.01%,,1.15
2024-08-01,171.83,175.05,169.9,171.36,17177800,Alphabet Inc (Google) - Class C,0.27%,,1.15
2024-08-02,167.8,169.6,165.79,167.59,18907800,Alphabet Inc (Google) - Class C,0.12%,,1.14
2024-08-05,160.06,165.35,156.04,156.81,34907800,Alphabet Inc (Google) - Class C,2.08%,,1.18
2024-08-06,159.97,161.77,157.56,160.37,36146500,Alphabet Inc (Google) - Class C,-0.25%,,1.15
2024-08-07,160.17,164.2,159.67,162.66,19334200,Alphabet Inc (Google) - Class C,-1.53%,,1.17
2024-08-08,163.25,164.91,161.45,161.76,15733600,Alphabet Inc (Google) - Class C,0.92%,,1.16
2024-08-09,164.8,164.93,160.35,161.07,13549200,Alphabet Inc (Google) - Class C,2.32%,,1.2
2024-08-12,163.36,166.1,162.96,165.4,12435000,Alphabet Inc (Google) - Class C,-1.23%,,1.19
2024-08-13,165.34,165.94,164.18,164.59,12717600,Alphabet Inc (Google) - Class C,0.45%,,1.19
2024-08-14,161.45,164.37,158.96,163.62,22515900,Alphabet Inc (Google) - Class C,-1.33%,,1.21
2024-08-15,162.59,162.93,160.91,161.63,18392500,Alphabet Inc (Google) - Class C,0.59%,,1.21
2024-08-16,164.15,166.35,162.5,162.82,16853100,Alphabet Inc (Google) - Class C,0.81%,,1.21
2024-08-19,167.8,167.87,165.5,166.4,13100800,Alphabet Inc (Google) - Class C,0.84%,,1.22
2024-08-20,168.35,169.8,168.06,168.14,12622500,Alphabet Inc (Google) - Class C,0.13%,,1.2
2024-08-21,167.03,168.04,165.97,166.39,15269600,Alphabet Inc (Google) - Class C,0.38%,,1.2
2024-08-22,164.9,168.81,164.44,168.43,19123800,Alphabet Inc (Google) - Class C,-2.1%,,1.24
2024-08-23,166.83,167.35,165.07,165.95,14281600,Alphabet Inc (Google) - Class C,0.53%,,1.24
2024-08-26,167.33,168.77,165.72,167.55,11990300,Alphabet Inc (Google) - Class C,-0.13%,,1.24
2024-08-27,165.78,167.64,165.56,167.01,13718200,Alphabet Inc (Google) - Class C,-0.73%,,1.22
2024-08-28,163.91,166.79,162.7,166.18,15208700,Alphabet Inc (Google) - Class C,-1.37%,,1.23
2024-08-29,162.81,167.03,161.4,165.47,17133800,Alphabet Inc (Google) - Class C,-1.6%,,1.24
2024-08-30,164.52,164.69,162.82,163.63,18498800,Alphabet Inc (Google) - Class C,0.54%,,1.23
2024-09-03,158.04,162.79,157.29,162.73,26533100,Alphabet Inc (Google) - Class C,-2.88%,,1.29
2024-09-04,157.24,159.83,156.88,157.51,17410700,Alphabet Inc (Google) - Class C,-0.17%,,1.29
2024-09-05,158.03,160.44,156.96,157.21,14139500,Alphabet Inc (Google) - Class C,0.52%,,1.24
2024-09-06,151.59,158.65,151.39,158.12,24999100,Alphabet Inc (Google) - Class C,-4.13%,,1.35
2024-09-09,149.2,154.29,147.86,153.28,28057700,Alphabet Inc (Google) - Class C,-2.66%,,1.38
2024-09-10,149.67,151.95,149.2,151.11,20401800,Alphabet Inc (Google) - Class C,-0.95%,,1.38
2024-09-11,151.8,152.13,148.36,150.75,18991500,Alphabet Inc (Google) - Class C,0.7%,,1.39
2024-09-12,155.19,155.26,153.15,154.46,21024100,Alphabet Inc (Google) - Class C,0.47%,,1.36
2024-09-13,158.01,158.91,155.76,156.01,16733900,Alphabet Inc (Google) - Class C,1.28%,,1.38
2024-09-16,158.63,158.88,157.25,157.97,14157600,Alphabet Inc (Google) - Class C,0.42%,,1.32
2024-09-17,159.92,161.22,159.05,159.73,12064800,Alphabet Inc (Google) - Class C,0.12%,,1.32
2024-09-18,160.44,161.26,159.3,160.48,16756500,Alphabet Inc (Google) - Class C,-0.02%,,1.32
2024-09-19,162.87,164.62,162.15,164.45,17548200,Alphabet Inc (Google) - Class C,-0.96%,,1.31
2024-09-20,164.27,164.38,162.81,164.15,46362700,Alphabet Inc (Google) - Class C,0.07%,,1.29
2024-09-23,162.7,166.23,162.58,164.96,15648400,Alphabet Inc (Google) - Class C,-1.37%,,1.29
2024-09-24,163.27,164.18,161.66,163.88,18774100,Alphabet Inc (Google) - Class C,-0.37%,,1.28
2024-09-25,162.62,163.84,162.41,162.6,13607900,Alphabet Inc (Google) - Class C,0.01%,,1.27
2024-09-26,163.46,165.12,163.13,164.66,18234500,Alphabet Inc (Google) - Class C,-0.73%,,1.26
2024-09-27,164.91,166.59,163.46,163.54,13604300,Alphabet Inc (Google) - Class C,0.84%,,1.24
2024-09-30,166.81,166.98,164.27,164.41,14070100,Alphabet Inc (Google) - Class C,1.46%,,1.26
2024-10-01,168.04,170.05,165.52,168.48,18629500,Alphabet Inc (Google) - Class C,-0.26%,,1.26
2024-10-02,166.93,168.5,165.87,167.38,12745000,Alphabet Inc (Google) - Class C,-0.27%,,1.26
2024-10-03,166.83,167.53,164.99,165.44,11004300,Alphabet Inc (Google) - Class C,0.84%,,1.27
2024-10-04,168.18,169.17,166.58,168.96,11422100,Alphabet Inc (Google) - Class C,-0.46%,,1.21
2024-10-07,164.02,169.51,163.76,168.76,14034700,Alphabet Inc (Google) - Class C,-2.81%,,1.26
2024-10-08,165.32,165.72,163.94,165.05,11723900,Alphabet Inc (Google) - Class C,0.16%,,1.26
2024-10-09,162.69,165.88,160.75,164.48,19666400,Alphabet Inc (Google) - Class C,-1.09%,,1.27
2024-10-10,162.81,163.94,161.27,161.74,12900500,Alphabet Inc (Google) - Class C,0.66%,,1.27
2024-10-11,164.15,164.89,162.13,162.96,10946000,Alphabet Inc (Google) - Class C,0.73%,,1.27
2024-10-14,165.97,167.24,164.41,164.54,9981800,Alphabet Inc (Google) - Class C,0.87%,,1.28
2024-10-15,166.52,168.71,165.67,166.76,14829300,Alphabet Inc (Google) - Class C,-0.14%,,1.24
2024-10-16,166.36,166.9,164.84,165.65,9968500,Alphabet Inc (Google) - Class C,0.43%,,1.24
2024-10-17,164.14,167.55,164.0,167.0,15113400,Alphabet Inc (Google) - Class C,-1.71%,,1.25
2024-10-18,164.68,165.99,164.38,164.5,13091300,Alphabet Inc (Google) - Class C,0.11%,,1.24
